Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,Peer_Influence,Physical_Activity,Learning_Disabilities,Gender,Exam_Score,School_Type_Public,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Scholarship_Score,Grant_Eligible,Grant_Percent,Grant_Amount
10,89,0.0,0.0,1,8,69,0.0,1,3,0.0,1.0,0.0,4,0,1,63,1.0,0.0,0.0,1.0,0.0,62.533215234720984,0,0,0
23,91,0.0,1.0,0,9,77,2.0,1,1,0.0,1.0,2.0,5,0,1,70,1.0,1.0,0.0,0.0,1.0,81.22232063773251,1,85,33150000
16,95,1.0,0.0,1,6,88,0.0,1,2,2.0,2.0,2.0,4,0,0,70,1.0,1.0,0.0,0.0,1.0,65.54472984942427,0,0,0
23,69,1.0,2.0,1,7,62,1.0,1,1,1.0,1.0,1.0,4,1,1,64,1.0,1.0,0.0,0.0,0.0,69.70770593445526,0,0,0
15,63,1.0,0.0,0,8,55,0.0,1,0,1.0,0.0,1.0,3,0,0,59,1.0,0.0,0.0,0.0,1.0,58.015943312666074,0,0,0
9,79,1.0,0.0,0,7,90,2.0,1,1,2.0,0.0,1.0,3,0,1,63,1.0,1.0,0.0,0.0,1.0,64.74756421612045,0,0,0
10,81,2.0,1.0,1,8,99,1.0,0,2,1.0,1.0,2.0,4,0,0,67,1.0,0.0,1.0,1.0,0.0,72.09920283436668,1,75,29250000
20,93,0.0,2.0,1,7,83,1.0,1,0,1.0,1.0,0.0,2,1,1,68,0.0,1.0,0.0,0.0,1.0,70.32772364924712,1,75,29250000
22,78,1.0,1.0,1,5,91,0.0,1,0,1.0,2.0,0.0,3,0,1,68,0.0,0.0,1.0,0.0,1.0,68.55624446412754,0,0,0
15,83,1.0,1.0,0,7,97,1.0,1,2,0.0,2.0,1.0,2,0,0,97,0.0,1.0,0.0,0.0,1.0,90.61116031886624,1,95,37050000
24,81,1.0,0.0,0,9,61,1.0,1,1,0.0,0.0,2.0,4,0,0,66,1.0,0.0,0.0,0.0,1.0,77.76793622674933,1,80,31200000
10,62,1.0,0.0,0,7,68,2.0,1,3,1.0,1.0,1.0,3,0,1,61,1.0,0.0,1.0,0.0,1.0,65.54472984942427,0,0,0
20,85,2.0,1.0,0,9,61,2.0,1,2,2.0,1.0,2.0,3,0,1,70,1.0,0.0,0.0,0.0,1.0,78.83082373782108,1,80,31200000
13,93,0.0,0.0,1,4,53,2.0,1,1,1.0,0.0,2.0,1,0,1,65,1.0,0.0,1.0,0.0,1.0,70.06200177147917,1,75,29250000
16,66,0.0,1.0,1,8,87,2.0,1,3,1.0,1.0,2.0,2,0,0,64,1.0,1.0,0.0,1.0,0.0,66.07617360496013,0,0,0
20,84,1.0,2.0,1,6,57,2.0,1,2,1.0,1.0,2.0,4,0,0,69,1.0,1.0,0.0,0.0,0.0,78.12223206377324,1,80,31200000
15,84,1.0,2.0,0,6,55,0.0,1,1,1.0,1.0,0.0,2,0,1,64,0.0,1.0,0.0,0.0,1.0,64.39326837909654,0,0,0
18,67,0.0,0.0,1,9,68,0.0,1,2,0.0,2.0,0.0,2,0,1,61,0.0,0.0,1.0,0.0,1.0,61.116031886625336,0,0,0
26,65,0.0,1.0,0,7,53,0.0,1,3,2.0,1.0,2.0,2,0,0,64,1.0,1.0,0.0,0.0,1.0,57.04162976085031,0,0,0
17,99,1.0,2.0,0,6,59,1.0,1,0,1.0,1.0,1.0,3,0,1,68,1.0,1.0,0.0,1.0,0.0,74.49069973427811,1,75,29250000
25,76,1.0,2.0,0,8,53,2.0,1,1,2.0,2.0,2.0,3,1,0,67,1.0,1.0,0.0,0.0,0.0,73.42781222320637,1,75,29250000
13,69,2.0,0.0,0,4,94,1.0,1,3,0.0,0.0,2.0,3,1,1,62,1.0,1.0,0.0,0.0,1.0,73.07351638618246,1,75,29250000
23,67,1.0,1.0,1,9,89,1.0,1,2,0.0,2.0,1.0,2,0,0,66,1.0,1.0,0.0,0.0,1.0,74.84499557130204,1,75,29250000
29,87,1.0,2.0,1,10,93,2.0,1,1,0.0,1.0,1.0,4,0,1,72,1.0,1.0,0.0,1.0,0.0,88.6625332152347,1,90,35100000
5,84,1.0,1.0,1,8,93,2.0,1,4,2.0,2.0,2.0,3,0,1,68,1.0,0.0,0.0,1.0,0.0,66.51904340124003,0,0,0
15,86,1.0,2.0,1,8,97,1.0,1,4,2.0,1.0,2.0,3,0,1,71,1.0,1.0,0.0,0.0,1.0,68.46767050487156,0,0,0
23,64,1.0,1.0,1,7,59,2.0,1,3,1.0,1.0,2.0,2,0,0,65,1.0,1.0,0.0,1.0,0.0,73.78210806023029,1,75,29250000
19,96,1.0,0.0,1,5,95,0.0,0,2,1.0,0.0,1.0,3,0,0,68,0.0,1.0,0.0,1.0,0.0,70.4162976085031,1,75,29250000
22,76,1.0,0.0,0,9,76,1.0,1,2,0.0,2.0,1.0,5,0,0,65,1.0,1.0,0.0,0.0,0.0,75.46501328609388,1,80,31200000
16,73,2.0,0.0,1,8,58,1.0,1,1,1.0,1.0,1.0,4,0,0,64,1.0,1.0,0.0,0.0,1.0,71.74490699734277,1,75,29250000
21,78,1.0,0.0,0,8,83,1.0,1,2,1.0,1.0,2.0,4,1,1,65,1.0,1.0,0.0,0.0,0.0,70.94774136403896,1,75,29250000
19,76,2.0,2.0,1,8,66,0.0,1,0,0.0,2.0,0.0,4,1,1,65,0.0,1.0,0.0,0.0,1.0,74.13640389725421,1,75,29250000
27,95,2.0,1.0,0,7,52,2.0,1,3,1.0,2.0,0.0,3,0,0,73,0.0,0.0,0.0,1.0,0.0,89.72542072630645,1,90,35100000
22,97,1.0,2.0,1,6,54,1.0,1,1,0.0,2.0,2.0,3,0,1,72,1.0,0.0,1.0,0.0,1.0,82.90522586359609,1,85,33150000
22,72,0.0,1.0,1,10,71,1.0,1,1,1.0,1.0,0.0,1,0,1,64,0.0,0.0,0.0,0.0,1.0,65.36758193091231,0,0,0
18,95,1.0,1.0,1,7,91,0.0,1,0,0.0,1.0,2.0,4,1,1,69,1.0,0.0,1.0,1.0,0.0,74.75642161204607,1,75,29250000
17,91,1.0,1.0,0,6,66,2.0,1,1,2.0,1.0,2.0,3,0,1,69,0.0,1.0,0.0,0.0,1.0,73.60496014171832,1,75,29250000
17,97,1.0,2.0,1,9,88,1.0,0,0,1.0,1.0,2.0,2,0,1,70,1.0,1.0,0.0,0.0,1.0,75.19929140832595,1,80,31200000
22,70,0.0,1.0,0,7,53,0.0,1,1,0.0,1.0,2.0,3,0,0,83,1.0,1.0,0.0,0.0,1.0,75.11071744906997,1,80,31200000
17,83,2.0,1.0,0,7,70,0.0,1,3,0.0,1.0,1.0,5,0,0,68,0.0,0.0,1.0,0.0,1.0,76.08503100088573,1,80,31200000
22,71,0.0,2.0,1,9,56,2.0,1,1,0.0,2.0,1.0,3,1,0,84,1.0,0.0,0.0,0.0,1.0,84.67670504871568,1,85,33150000
32,93,1.0,1.0,1,8,93,2.0,1,1,1.0,2.0,0.0,3,0,0,75,1.0,0.0,1.0,0.0,0.0,88.21966341895482,1,90,35100000
25,60,0.0,2.0,0,8,98,1.0,1,1,1.0,1.0,1.0,5,0,0,67,1.0,0.0,1.0,0.0,1.0,66.16474756421611,0,0,0
18,83,1.0,2.0,1,5,66,1.0,1,0,2.0,1.0,2.0,4,0,1,69,0.0,0.0,1.0,0.0,1.0,68.20194862710363,0,0,0
27,74,2.0,1.0,0,8,99,2.0,0,3,1.0,1.0,2.0,4,0,1,71,1.0,1.0,0.0,0.0,1.0,84.94242692648362,1,85,33150000
18,73,1.0,0.0,1,5,88,1.0,1,1,1.0,1.0,2.0,5,0,0,66,1.0,0.0,0.0,0.0,1.0,69.26483613817538,0,0,0
8,86,1.0,2.0,0,6,50,2.0,1,1,1.0,1.0,2.0,2,0,1,65,1.0,0.0,0.0,0.0,1.0,71.03631532329496,1,75,29250000
14,94,2.0,1.0,0,7,74,1.0,1,1,2.0,1.0,2.0,5,0,1,70,0.0,0.0,0.0,0.0,1.0,73.33923826395039,1,75,29250000
9,84,2.0,0.0,0,7,92,2.0,1,1,0.0,2.0,0.0,4,0,1,66,1.0,0.0,1.0,0.0,1.0,80.51372896368468,1,85,33150000
18,94,2.0,1.0,1,8,77,1.0,1,3,1.0,2.0,2.0,4,0,1,74,1.0,0.0,1.0,0.0,1.0,81.6651904340124,1,85,33150000
20,71,2.0,1.0,0,8,77,1.0,1,0,2.0,1.0,1.0,4,0,1,66,0.0,1.0,0.0,1.0,0.0,69.79627989371126,0,0,0
30,81,1.0,2.0,0,8,72,0.0,1,0,0.0,1.0,1.0,2,0,1,68,1.0,1.0,0.0,1.0,0.0,77.0593445527015,1,80,31200000
22,78,1.0,2.0,1,5,70,1.0,1,2,0.0,1.0,2.0,1,0,1,68,1.0,0.0,0.0,0.0,1.0,77.41364038972543,1,80,31200000
19,60,1.0,2.0,0,10,51,1.0,1,0,1.0,1.0,2.0,3,1,0,62,1.0,0.0,0.0,0.0,1.0,65.27900797165633,0,0,0
25,82,1.0,2.0,1,7,81,1.0,1,2,1.0,1.0,1.0,2,0,1,71,0.0,0.0,1.0,1.0,0.0,76.61647475642161,1,80,31200000
7,86,1.0,0.0,0,9,88,1.0,1,2,0.0,1.0,0.0,2,0,0,63,1.0,0.0,0.0,0.0,1.0,69.53055801594331,0,0,0
21,84,2.0,2.0,0,4,90,1.0,1,2,1.0,0.0,1.0,3,0,1,69,1.0,1.0,0.0,0.0,0.0,78.56510186005315,1,80,31200000
25,89,1.0,1.0,1,7,81,2.0,1,3,1.0,1.0,0.0,0,0,1,71,1.0,0.0,0.0,0.0,1.0,82.28520814880426,1,85,33150000
11,83,2.0,0.0,1,5,67,1.0,1,1,1.0,1.0,2.0,2,0,1,66,1.0,0.0,1.0,0.0,1.0,72.36492471213462,1,75,29250000
27,63,1.0,2.0,0,6,51,0.0,1,0,0.0,1.0,2.0,2,0,1,64,1.0,0.0,1.0,1.0,0.0,70.4162976085031,1,75,29250000
22,65,1.0,1.0,1,7,95,0.0,1,3,0.0,1.0,2.0,2,0,0,65,1.0,1.0,0.0,1.0,0.0,69.0876882196634,0,0,0
18,84,1.0,2.0,0,6,71,1.0,1,4,1.0,0.0,2.0,2,0,0,69,1.0,1.0,0.0,0.0,1.0,72.80779450841453,1,75,29250000
24,71,1.0,0.0,0,9,80,1.0,1,2,1.0,2.0,2.0,3,0,0,66,0.0,1.0,0.0,0.0,1.0,71.56775907883083,1,75,29250000
34,63,1.0,2.0,1,10,60,0.0,1,1,1.0,1.0,0.0,4,0,0,67,1.0,1.0,0.0,0.0,1.0,70.68201948627103,1,75,29250000
21,77,1.0,0.0,1,6,57,1.0,1,4,0.0,1.0,0.0,5,0,1,65,1.0,1.0,0.0,0.0,0.0,75.19929140832595,1,80,31200000
21,82,0.0,0.0,1,6,54,2.0,1,3,0.0,1.0,0.0,2,0,1,65,1.0,0.0,0.0,1.0,0.0,76.08503100088573,1,80,31200000
17,73,2.0,1.0,0,5,90,2.0,1,1,0.0,1.0,2.0,4,0,1,67,0.0,1.0,0.0,0.0,1.0,82.63950398582816,1,85,33150000
15,89,0.0,1.0,1,9,82,0.0,1,1,1.0,1.0,1.0,3,0,1,66,1.0,0.0,0.0,0.0,1.0,61.91319751992914,0,0,0
25,86,1.0,1.0,1,7,81,0.0,1,1,2.0,0.0,2.0,1,0,1,69,1.0,1.0,0.0,0.0,1.0,67.40478299379981,0,0,0
15,73,1.0,2.0,0,7,96,0.0,1,1,0.0,1.0,0.0,2,0,1,64,1.0,0.0,0.0,0.0,1.0,66.87333923826395,0,0,0
20,90,1.0,1.0,1,7,58,2.0,1,1,2.0,2.0,1.0,4,0,1,70,0.0,1.0,0.0,0.0,1.0,75.28786536758193,1,80,31200000
17,86,2.0,1.0,1,7,59,0.0,1,3,0.0,1.0,2.0,3,0,1,68,1.0,0.0,1.0,1.0,0.0,76.61647475642161,1,80,31200000
23,85,2.0,0.0,1,6,59,0.0,1,1,1.0,1.0,0.0,1,0,1,68,1.0,1.0,0.0,0.0,1.0,74.66784765279007,1,75,29250000
22,82,2.0,1.0,1,7,71,0.0,1,1,2.0,1.0,2.0,3,0,0,69,0.0,1.0,0.0,0.0,1.0,69.79627989371124,0,0,0
26,60,1.0,1.0,1,7,94,2.0,1,3,2.0,1.0,2.0,2,0,0,68,1.0,1.0,0.0,1.0,0.0,71.56775907883082,1,75,29250000
17,88,1.0,1.0,1,8,94,1.0,1,5,1.0,1.0,1.0,2,1,0,70,1.0,0.0,0.0,0.0,1.0,73.60496014171832,1,75,29250000
18,75,2.0,1.0,1,5,80,1.0,1,2,0.0,2.0,1.0,3,0,0,67,1.0,1.0,0.0,0.0,1.0,79.00797165633303,1,80,31200000
14,98,2.0,2.0,1,7,83,1.0,0,3,0.0,1.0,2.0,3,0,1,72,1.0,0.0,0.0,0.0,1.0,83.96811337466784,1,85,33150000
17,93,2.0,0.0,0,6,95,1.0,1,1,0.0,1.0,1.0,4,0,1,69,1.0,1.0,0.0,0.0,1.0,82.81665190434012,1,85,33150000
22,84,2.0,1.0,0,7,81,1.0,1,1,1.0,0.0,2.0,3,0,1,69,0.0,1.0,0.0,1.0,0.0,79.00797165633303,1,80,31200000
25,70,0.0,1.0,1,8,61,0.0,0,3,0.0,1.0,2.0,4,0,0,64,1.0,0.0,0.0,1.0,0.0,66.34189548272808,0,0,0
14,68,0.0,1.0,1,6,85,1.0,1,2,1.0,1.0,1.0,3,0,0,63,1.0,1.0,0.0,0.0,1.0,60.584588131089454,0,0,0
25,74,2.0,2.0,1,9,88,1.0,1,3,1.0,2.0,1.0,3,1,1,70,1.0,1.0,0.0,0.0,1.0,79.09654561558901,1,80,31200000
28,79,2.0,1.0,1,4,82,1.0,1,0,1.0,1.0,2.0,3,0,1,70,0.0,1.0,0.0,0.0,1.0,81.31089459698848,1,85,33150000
22,72,2.0,1.0,1,9,64,0.0,1,1,1.0,1.0,0.0,2,0,0,66,1.0,0.0,0.0,0.0,1.0,70.85916740478298,1,75,29250000
31,81,1.0,1.0,0,9,70,0.0,1,1,0.0,1.0,1.0,4,0,0,70,1.0,0.0,1.0,0.0,1.0,78.56510186005315,1,80,31200000
15,67,1.0,2.0,1,6,74,2.0,1,0,2.0,1.0,2.0,2,0,0,66,1.0,0.0,1.0,0.0,1.0,66.87333923826395,0,0,0
13,99,1.0,1.0,1,6,57,1.0,1,1,0.0,1.0,0.0,5,0,1,68,1.0,0.0,0.0,0.0,1.0,77.14791851195749,1,80,31200000
9,64,1.0,1.0,0,5,73,1.0,1,1,1.0,1.0,2.0,4,0,1,61,1.0,0.0,0.0,0.0,1.0,61.027457927369355,0,0,0
29,97,1.0,1.0,0,8,58,1.0,1,1,2.0,1.0,0.0,4,0,0,72,0.0,0.0,0.0,1.0,0.0,77.14791851195749,1,80,31200000
24,97,2.0,0.0,0,7,75,0.0,1,1,1.0,1.0,0.0,2,0,0,69,1.0,1.0,0.0,1.0,0.0,77.76793622674933,1,80,31200000
20,81,1.0,0.0,1,6,53,0.0,1,0,1.0,0.0,1.0,4,0,0,63,1.0,1.0,0.0,0.0,0.0,65.54472984942427,0,0,0
22,89,1.0,2.0,1,5,97,1.0,1,2,1.0,1.0,1.0,5,0,1,72,0.0,1.0,0.0,0.0,1.0,77.0593445527015,1,80,31200000
13,77,1.0,1.0,1,10,62,1.0,1,1,2.0,1.0,1.0,4,0,1,65,0.0,0.0,0.0,1.0,0.0,62.79893711248893,0,0,0
35,85,1.0,2.0,1,6,73,2.0,1,1,2.0,1.0,0.0,5,0,0,74,1.0,1.0,0.0,1.0,0.0,83.17094774136405,1,85,33150000
21,74,1.0,0.0,1,7,52,0.0,1,1,2.0,1.0,0.0,4,0,1,62,1.0,1.0,0.0,0.0,0.0,59.78742249778565,0,0,0
21,72,2.0,1.0,0,7,60,0.0,1,0,0.0,1.0,1.0,4,0,1,65,0.0,0.0,1.0,0.0,1.0,74.31355181576616,1,75,29250000
24,83,0.0,2.0,0,6,85,0.0,1,1,0.0,2.0,1.0,4,0,0,68,1.0,1.0,0.0,1.0,0.0,70.32772364924712,1,75,29250000
23,80,1.0,0.0,1,6,56,1.0,1,3,1.0,1.0,2.0,2,1,1,66,1.0,1.0,0.0,0.0,1.0,72.71922054915854,1,75,29250000
21,83,2.0,1.0,1,6,81,0.0,1,3,2.0,1.0,0.0,4,0,1,71,1.0,0.0,1.0,1.0,0.0,70.59344552701505,1,75,29250000
15,71,1.0,2.0,0,8,50,0.0,1,1,1.0,1.0,1.0,2,1,0,62,1.0,0.0,1.0,0.0,1.0,61.027457927369355,0,0,0
23,75,0.0,2.0,1,6,73,0.0,1,1,0.0,1.0,2.0,2,0,0,65,1.0,1.0,0.0,1.0,0.0,66.87333923826395,0,0,0
31,63,1.0,2.0,0,9,86,0.0,1,0,2.0,1.0,1.0,3,0,1,68,1.0,0.0,1.0,1.0,0.0,65.45615589016829,0,0,0
28,62,1.0,2.0,0,6,96,1.0,1,4,1.0,2.0,2.0,3,0,1,70,1.0,1.0,0.0,0.0,1.0,73.87068201948628,1,75,29250000
30,70,0.0,1.0,0,8,75,1.0,1,1,1.0,1.0,2.0,2,0,0,67,0.0,1.0,0.0,0.0,1.0,70.15057573073516,1,75,29250000
17,63,1.0,1.0,0,4,92,1.0,1,2,0.0,1.0,0.0,4,0,0,63,1.0,1.0,0.0,0.0,1.0,69.88485385296724,0,0,0
14,64,2.0,2.0,1,6,90,0.0,1,0,0.0,2.0,0.0,2,0,0,63,0.0,1.0,0.0,0.0,1.0,68.7333923826395,0,0,0
19,93,1.0,2.0,0,6,65,1.0,1,0,1.0,2.0,1.0,3,0,1,69,1.0,1.0,0.0,0.0,1.0,74.84499557130204,1,75,29250000
20,62,0.0,1.0,1,5,94,2.0,1,3,1.0,1.0,1.0,3,0,1,66,1.0,0.0,1.0,0.0,1.0,68.20194862710363,0,0,0
27,86,1.0,1.0,1,7,82,0.0,1,2,0.0,1.0,2.0,3,0,0,70,1.0,1.0,0.0,1.0,0.0,77.67936226749336,1,80,31200000
10,71,1.0,1.0,1,7,55,2.0,1,2,0.0,2.0,2.0,3,0,0,63,1.0,0.0,0.0,0.0,1.0,72.63064658990257,1,75,29250000
29,95,0.0,1.0,1,4,97,1.0,1,0,1.0,1.0,2.0,4,1,0,72,0.0,0.0,0.0,1.0,0.0,76.79362267493356,1,80,31200000
19,79,2.0,1.0,1,10,59,0.0,1,1,1.0,1.0,1.0,3,1,1,65,1.0,0.0,0.0,1.0,0.0,70.23914968999114,1,75,29250000
17,72,1.0,2.0,1,7,74,0.0,1,2,2.0,1.0,2.0,4,0,1,67,1.0,0.0,1.0,0.0,0.0,60.31886625332151,0,0,0
14,81,1.0,1.0,1,7,73,0.0,0,1,2.0,1.0,2.0,3,1,1,63,0.0,1.0,0.0,1.0,0.0,58.45881310894596,0,0,0
10,75,2.0,1.0,0,9,81,1.0,1,3,0.0,2.0,0.0,5,0,0,65,1.0,1.0,0.0,0.0,1.0,74.40212577502214,1,75,29250000
25,83,1.0,1.0,1,8,83,1.0,1,2,0.0,1.0,1.0,1,1,0,67,1.0,1.0,0.0,1.0,0.0,79.09654561558901,1,80,31200000
20,65,1.0,0.0,1,7,62,2.0,1,0,1.0,1.0,1.0,0,1,1,80,1.0,0.0,1.0,0.0,1.0,80.60230292294065,1,85,33150000
12,100,1.0,1.0,1,4,68,1.0,1,2,0.0,1.0,1.0,3,0,1,68,1.0,0.0,0.0,0.0,0.0,76.88219663418954,1,80,31200000
12,77,1.0,1.0,1,8,57,1.0,1,2,0.0,2.0,0.0,2,0,1,63,1.0,0.0,0.0,1.0,0.0,70.15057573073516,1,75,29250000
18,74,1.0,1.0,0,6,56,1.0,1,1,1.0,1.0,2.0,3,0,1,64,0.0,0.0,0.0,1.0,0.0,68.3790965456156,0,0,0
30,88,1.0,1.0,0,9,91,1.0,1,3,1.0,0.0,2.0,3,0,0,73,1.0,1.0,0.0,0.0,1.0,80.95659875996458,1,85,33150000
18,75,1.0,1.0,1,6,88,0.0,1,2,1.0,2.0,0.0,1,1,0,66,1.0,0.0,1.0,0.0,1.0,65.19043401240035,0,0,0
11,93,1.0,1.0,1,6,72,0.0,1,2,0.0,1.0,0.0,3,0,1,66,1.0,0.0,0.0,1.0,0.0,69.70770593445526,0,0,0
19,78,2.0,2.0,0,5,55,1.0,1,0,1.0,1.0,1.0,4,0,1,66,1.0,1.0,0.0,1.0,0.0,75.022143489814,1,80,31200000
18,89,1.0,2.0,1,5,72,0.0,1,4,1.0,0.0,1.0,2,0,0,69,1.0,1.0,0.0,0.0,1.0,69.26483613817538,0,0,0
4,64,1.0,2.0,1,7,65,1.0,1,1,1.0,2.0,0.0,4,0,1,59,1.0,1.0,0.0,0.0,0.0,57.750221434898144,0,0,0
20,94,1.0,1.0,0,7,89,1.0,1,0,0.0,1.0,1.0,1,0,1,68,0.0,1.0,0.0,0.0,1.0,79.36226749335694,1,80,31200000
19,89,1.0,1.0,0,6,55,1.0,1,1,0.0,1.0,1.0,3,0,0,67,0.0,0.0,1.0,1.0,0.0,77.5022143489814,1,80,31200000
24,68,1.0,1.0,1,10,73,0.0,1,1,1.0,1.0,1.0,4,1,0,64,1.0,1.0,0.0,1.0,0.0,65.54472984942427,0,0,0
31,66,0.0,2.0,1,8,80,0.0,1,0,0.0,0.0,0.0,4,0,0,65,0.0,1.0,0.0,0.0,1.0,68.82196634189548,0,0,0
27,73,1.0,1.0,0,7,99,0.0,1,1,0.0,1.0,2.0,4,0,1,68,1.0,0.0,0.0,0.0,1.0,74.31355181576616,1,75,29250000
18,99,1.0,2.0,1,4,54,0.0,1,0,1.0,1.0,2.0,3,0,1,70,1.0,0.0,1.0,1.0,0.0,71.56775907883082,1,75,29250000
13,70,1.0,1.0,0,8,56,1.0,1,2,1.0,2.0,1.0,0,0,1,62,1.0,1.0,0.0,0.0,1.0,64.39326837909654,0,0,0
35,78,2.0,0.0,1,10,99,1.0,1,1,0.0,1.0,2.0,2,0,1,72,0.0,1.0,0.0,0.0,1.0,89.72542072630645,1,90,35100000
20,61,1.0,0.0,1,7,70,0.0,1,1,1.0,1.0,2.0,4,0,0,62,0.0,1.0,0.0,1.0,0.0,61.470327723649255,0,0,0
20,76,2.0,2.0,1,6,87,0.0,1,1,0.0,1.0,0.0,4,0,1,68,1.0,0.0,1.0,1.0,0.0,76.17360496014172,1,80,31200000
20,83,2.0,1.0,0,7,89,1.0,1,3,0.0,2.0,0.0,4,0,0,69,0.0,1.0,0.0,0.0,1.0,82.37378210806023,1,85,33150000
21,98,2.0,1.0,0,5,66,0.0,1,3,2.0,2.0,2.0,5,0,1,73,1.0,1.0,0.0,0.0,1.0,74.31355181576616,1,75,29250000
19,81,2.0,2.0,0,8,61,0.0,1,3,1.0,1.0,0.0,5,0,1,69,0.0,0.0,1.0,0.0,1.0,72.71922054915854,1,75,29250000
17,93,1.0,1.0,1,9,64,1.0,1,1,1.0,1.0,1.0,3,0,0,67,1.0,1.0,0.0,1.0,0.0,72.8963684676705,1,75,29250000
17,82,1.0,0.0,0,6,88,0.0,1,2,0.0,0.0,1.0,3,0,1,65,0.0,0.0,1.0,0.0,1.0,69.88485385296724,0,0,0
20,62,0.0,0.0,0,6,92,2.0,1,2,1.0,1.0,2.0,3,0,1,63,1.0,0.0,1.0,1.0,0.0,66.607617360496,0,0,0
17,73,2.0,1.0,1,7,85,1.0,1,2,0.0,1.0,2.0,2,0,1,66,1.0,1.0,0.0,1.0,0.0,77.67936226749336,1,80,31200000
16,83,1.0,1.0,0,6,72,1.0,1,1,0.0,2.0,2.0,2,0,1,66,1.0,0.0,0.0,0.0,1.0,74.5792736935341,1,75,29250000
21,98,1.0,2.0,0,5,63,0.0,1,0,0.0,2.0,1.0,2,0,1,70,1.0,0.0,1.0,0.0,1.0,77.14791851195749,1,80,31200000
18,94,1.0,1.0,0,6,71,0.0,1,2,2.0,1.0,1.0,3,0,1,69,1.0,0.0,1.0,0.0,0.0,65.72187776793622,0,0,0
29,69,1.0,2.0,0,6,96,0.0,1,1,2.0,1.0,2.0,4,0,0,70,1.0,1.0,0.0,0.0,1.0,66.69619131975199,0,0,0
4,69,1.0,0.0,0,9,93,0.0,0,2,1.0,2.0,0.0,3,0,0,58,0.0,1.0,0.0,1.0,0.0,53.675819309123106,0,0,0
27,68,1.0,1.0,0,9,66,1.0,1,3,2.0,1.0,2.0,3,0,1,67,0.0,1.0,0.0,0.0,0.0,68.46767050487156,0,0,0
27,97,2.0,2.0,1,9,66,0.0,1,1,0.0,1.0,2.0,3,0,1,73,1.0,1.0,0.0,0.0,0.0,85.65101860053144,1,90,35100000
8,94,2.0,0.0,0,8,89,2.0,1,0,1.0,1.0,1.0,2,0,0,66,1.0,1.0,0.0,0.0,1.0,77.41364038972543,1,80,31200000
18,91,2.0,2.0,1,7,71,2.0,1,0,1.0,1.0,1.0,3,0,1,70,1.0,1.0,0.0,0.0,1.0,83.43666961913198,1,85,33150000
18,76,2.0,2.0,0,6,79,1.0,1,1,1.0,1.0,2.0,2,0,0,67,0.0,0.0,1.0,0.0,0.0,74.75642161204607,1,75,29250000
12,80,0.0,0.0,0,9,71,2.0,1,1,0.0,0.0,2.0,3,1,0,60,0.0,1.0,0.0,1.0,0.0,69.0876882196634,0,0,0
15,79,2.0,1.0,0,8,62,0.0,1,1,0.0,0.0,2.0,3,0,1,65,1.0,0.0,0.0,0.0,1.0,72.8963684676705,1,75,29250000
13,70,1.0,1.0,0,5,59,1.0,1,0,1.0,2.0,2.0,2,0,0,63,0.0,0.0,1.0,0.0,1.0,64.92471213463241,0,0,0
31,80,2.0,2.0,1,6,57,0.0,1,1,1.0,2.0,2.0,3,0,0,72,0.0,1.0,0.0,0.0,1.0,79.45084145261292,1,80,31200000
26,61,0.0,1.0,1,5,51,2.0,1,0,0.0,1.0,1.0,5,0,0,62,0.0,1.0,0.0,1.0,0.0,72.98494242692648,1,75,29250000
28,65,1.0,1.0,1,4,64,1.0,1,6,1.0,2.0,1.0,3,0,1,70,1.0,0.0,1.0,0.0,1.0,74.40212577502214,1,75,29250000
24,95,2.0,0.0,1,8,59,1.0,1,2,0.0,2.0,0.0,1,0,1,70,1.0,0.0,0.0,1.0,0.0,86.80248007085916,1,90,35100000
13,90,1.0,1.0,0,5,63,1.0,1,0,0.0,1.0,1.0,4,0,0,64,1.0,1.0,0.0,1.0,0.0,73.42781222320637,1,75,29250000
17,77,1.0,1.0,1,6,54,0.0,1,3,0.0,1.0,1.0,4,0,1,64,1.0,1.0,0.0,1.0,0.0,68.46767050487156,0,0,0
23,81,1.0,0.0,1,7,67,1.0,1,0,1.0,2.0,2.0,5,0,0,67,0.0,1.0,0.0,1.0,0.0,73.42781222320637,1,75,29250000
13,75,1.0,2.0,1,7,76,2.0,1,1,1.0,2.0,0.0,1,0,1,64,1.0,1.0,0.0,1.0,0.0,70.77059344552701,1,75,29250000
24,90,1.0,1.0,1,6,97,0.0,1,1,2.0,2.0,2.0,4,0,1,72,1.0,1.0,0.0,0.0,1.0,69.26483613817537,0,0,0
19,91,1.0,0.0,0,9,67,1.0,1,0,1.0,1.0,0.0,3,0,0,66,0.0,0.0,0.0,0.0,1.0,72.8963684676705,1,75,29250000
18,91,1.0,1.0,0,5,52,1.0,1,2,1.0,1.0,0.0,4,0,0,66,1.0,1.0,0.0,1.0,0.0,72.4534986713906,1,75,29250000
24,89,1.0,2.0,1,5,68,1.0,1,0,0.0,2.0,2.0,2,0,0,71,1.0,0.0,1.0,0.0,1.0,81.84233835252435,1,85,33150000
